Acc_X;Acc_Y;Acc_Z;Gyro_X;Gyro_Y;Gyro_Z;Tilt_X;Tilt_Y;Tilt_Z;Mag_X;Mag_Y;Mag_Z;Head;Temp;Press;Lat;Lng;X;Y;delta_Alt;delta_X;delta_Y;delta_Lat;delta_Lng
0.486078125;0.492075;0.80620625;0.500024425;0.50001525;0.5;0.49596555555555555;0.5075225;0.4902191666666667;0.5054880833333333;0.49737448333333334;0.4917285;0.6751397222222222;0.496992;0.7001832631578947;42.637745;-8.968774;-498399.3547199513;5256994.487177818;0.5;0.0;0.0;0.0;0.0
0.48568125;0.492871875;0.805415625;0.49989954999999997;0.500010175;0.5;0.4959944444444444;0.5075327777777778;0.4902191666666667;0.5054949;0.4974003166666666;0.49178941666666665;0.6758288888888888;0.49700639999999996;0.7001776842105264;42.637737;-8.968773;-498399.2434004607;5256993.276609427;0.5046000000000049;0.11131949059199542;-1.2105683907866478;-8.000000001118224e-06;9.999999992515995e-07
0.48593125;0.492884375;0.805503125;0.49992624999999996;0.4999911;0.5;0.4959819444444445;0.5075225;0.4902127777777778;0.5054072833333333;0.4974044333333333;0.49180633333333335;0.6749305555555556;0.4970096;0.7001803157894737;42.637737;-8.968769;-498398.7981224975;5256993.276609427;0.4978399999999965;0.4452779631828889;0.0;0.0;4.000000000559112e-06
0.48579375;0.492771875;0.8058375;0.49984105;0.49999492500000003;0.5;0.4960125;0.5075022222222222;0.4902038888888889;0.50535685;0.4974289333333334;0.4918128;0.6749324999999999;0.4970168;0.700171052631579;42.637741;-8.968767;-498398.57548351586;5256993.881893601;0.5075700000000041;0.22263898164965212;0.6052841739729047;3.999999997006398e-06;2.000000000279556e-06
0.486540625;0.493184375;0.8063625;0.50005595;0.5000267;0.5000267;0.4964941666666667;0.5074883333333333;0.4903666666666667;0.5053116333333333;0.49757033333333334;0.49189906666666666;0.6778766666666667;0.497012;0.7001744210526316;42.637737;-8.968768;-498398.6868030068;5256993.276609427;0.4972099999999955;-0.11131949094124138;-0.6052841739729047;-3.999999997006398e-06;-1.0000000010279564e-06
0.4868125;0.494059375;0.8059499999999999;0.500040225;0.5000208;0.5;0.4967347222222222;0.5074808333333333;0.49052416666666665;0.5053290833333333;0.49767173333333337;0.49192773333333334;0.6806008333333333;0.4970008;0.7001709473684211;42.63773;-8.968768;-498398.6868030068;5256992.217362215;0.5029100000000029;0.0;-1.059247212484479;-7.000000003642981e-06;0.0
0.486740625;0.49415625;0.8066;0.49994150000000004;0.5000356;0.5000178000000001;0.4967727777777778;0.5073572222222222;0.49062972222222223;0.5054503666666667;0.49773649999999997;0.49192535;0.6835036111111111;0.4969928;0.700183052631579;42.63773;-8.968765;-498398.3528445341;5256992.217362215;0.4900300000000016;0.33395847270730883;0.0;0.0;3.0000000013075123e-06
0.4948875;0.495175;0.8064687500000001;0.499932025;0.500008325;0.500213625;0.4969733333333334;0.5064336111111112;0.4915952777777778;0.50554875;0.49785335000000003;0.4918810166666666;0.6874127777777778;0.4969928;0.7001855789473684;42.63773;-8.968763;-498398.13020555256;5256992.217362215;0.4979599999999948;0.2226389815332368;0.0;0.0;2.000000000279556e-06
0.498915625;0.49403125;0.8058875;0.5001882;0.5000534;0.50083415;0.49753305555555555;0.5037027777777777;0.4985975;0.50553075;0.4979998;0.49163901666666665;0.6909025;0.4970144;0.7001754736842105;42.63773;-8.96876;-498397.7962470803;5256992.217362215;0.5082900000000052;0.33395847224164754;0.0;0.0;2.9999999995311555e-06
0.48971875;0.495128125;0.805515625;0.5000279750000001;0.500083925;0.5006803;0.4968936111111111;0.5041911111111111;0.5088947222222222;0.5052504166666667;0.4981571333333333;0.49171533333333334;0.6922325;0.4970032;0.7001689473684211;42.637726;-8.96875;-498396.6830521723;5256991.612078146;0.5053299999999978;1.11319490801543;-0.6052840687334538;-3.999999997006398e-06;9.999999999621423e-06
0.47741875;0.500025;0.806475;0.5002365;0.50030645;0.500385275;0.49912138888888885;0.50737;0.5165213888888889;0.5051802333333333;0.49832570000000004;0.49176426666666667;0.6963294444444444;0.4970104;0.700176;42.637714;-8.968735;-498395.0132598104;5256989.796226176;0.4941899999999976;1.6697923619067296;-1.8158519696444273;-1.1999999998124622e-05;1.4999999999432134e-05
0.46030625000000003;0.49634375;0.80476875;0.500018025;0.500012475;0.500055475;0.4992411111111111;0.5146941666666667;0.5188405555555555;0.5053019666666667;0.49859088333333335;0.4917437333333333;0.7047036111111111;0.49701120000000004;0.7001971578947369;42.637707;-8.968735;-498395.0132598104;5256988.736979354;0.482650000000001;0.0;-1.0592468222603202;-7.000000003642981e-06;0.0
0.46609375;0.501471875;0.8042812500000001;0.500148775;0.499998725;0.50005595;0.5006180555555555;0.5160725;0.5196583333333333;0.5049098833333333;0.49820371666666663;0.4917365666666667;0.6903211111111112;0.4970208;0.7002058947368421;42.637711;-8.968729;-498394.3453428657;5256989.342263235;0.49286000000000174;0.6679169447161257;0.6052838806062937;4.0000000041118255e-06;6.000000000838668e-06
0.4706375;0.504171875;0.8053812499999999;0.49999862500000003;0.50002775;0.500001375;0.5021388888888889;0.5171147222222222;0.5199169444444445;0.50506305;0.49834236666666665;0.4920895833333333;0.6958013888888889;0.49701599999999996;0.7002177894736842;42.637703;-8.968722;-498393.56610643;5256988.131695507;0.49017000000000055;0.7792364356573671;-1.2105677276849747;-8.000000001118224e-06;7.000000000090267e-06
0.476125;0.5042875;0.804978125;0.49991224999999995;0.50001145;0.5;0.5020166666666667;0.5150197222222223;0.5199280555555555;0.5050692833333333;0.49829809999999997;0.49209645;0.6946061111111111;0.49701599999999996;0.7002113684210526;42.637714;-8.96872;-498393.3434674485;5256989.796226176;0.5052999999999997;0.2226389815332368;1.6645306693390012;1.100000000064938e-05;2.000000000279556e-06
0.476196875;0.50349375;0.805365625;0.5000333;0.500008325;0.5;0.5020572222222223;0.5137911111111111;0.5199280555555555;0.5050484333333333;0.4982655166666667;0.49205918333333337;0.6934874999999999;0.4970104;0.7002137894736842;42.637718;-8.968716;-498392.8981894853;5256990.401510126;0.49798000000000114;0.4452779631828889;0.6052839495241642;3.999999997006398e-06;3.999999998782755e-06
0.47615625;0.504078125;0.80491875;0.499975025;0.5000097;0.5;0.5020488888888889;0.5131961111111111;0.5199280555555555;0.5050299;0.49825726666666664;0.4920765333333333;0.6930738888888889;0.4970208;0.7002132631578947;42.637714;-8.968714;-498392.67555050366;5256989.796226176;0.5004399999999976;0.22263898164965212;-0.6052839495241642;-3.999999997006398e-06;2.000000000279556e-06
0.4762125;0.504275;0.804828125;0.499980925;0.5000089;0.5;0.5020472222222222;0.5128719444444445;0.5199291666666667;0.5050473666666667;0.4982525;0.49206845;0.6931108333333333;0.49701599999999996;0.7002083157894737;42.637718;-8.968703;-498391.45103610493;5256990.401510126;0.5040900000000021;1.2245143987238407;0.6052839495241642;3.999999997006398e-06;1.100000000064938e-05
0.476290625;0.50379375;0.805284375;0.500040225;0.5000097;0.5;0.5020488888888889;0.5127105555555556;0.5199433333333333;0.5050437166666667;0.49830436666666666;0.4920588166666666;0.6945427777777778;0.4970096;0.7002147368421052;42.637714;-8.968701;-498391.2283971233;5256989.796226176;0.4947399999999959;0.22263898164965212;-0.6052839495241642;-3.999999997006398e-06;2.000000000279556e-06
0.476;0.503440625;0.805728125;0.49997965;0.5000356;0.4999911;0.5021158333333333;0.5126000000000001;0.5199547222222222;0.5050487;0.4983098166666667;0.49209045;0.6947427777777778;0.49700479999999997;0.7002116842105263;42.637722;-8.968701;-498391.2283971233;5256991.0067941155;0.5024400000000014;0.0;1.210567939095199;7.999999994012796e-06;0.0
0.476534375;0.503775;0.805290625;0.50002925;0.5000178000000001;0.5;0.5020916666666666;0.5125616666666667;0.5199586111111111;0.50505445;0.49829106666666667;0.4920650833333333;0.6942674999999999;0.4970096;0.7002095789473685;42.637711;-8.968694;-498390.44916068786;5256989.342263235;0.5018199999999979;0.7792364354245365;-1.6645308807492256;-1.0999999993543952e-05;7.000000000090267e-06
0.4762125;0.5036875;0.8053406249999999;0.50005595;0.5000127249999999;0.5;0.502053611111111;0.5125516666666666;0.5199852777777778;0.5050589;0.4983161;0.4920609166666666;0.6950177777777777;0.4970152;0.7002127368421053;42.637707;-8.968688;-498389.78124374314;5256988.736979354;0.4973000000000013;0.6679169447161257;-0.6052838806062937;-4.0000000041118255e-06;5.999999999062311e-06
0.476346875;0.504025;0.8048625;0.5;0.499997225;0.5;0.5019683333333333;0.5125247222222222;0.5199888888888888;0.5050563833333334;0.49831708333333335;0.49207793333333333;0.6950238888888889;0.4970272;0.7002181052631579;42.637699;-8.968683;-498389.22464628925;5256987.526411703;0.4956799999999987;0.5565974538912997;-1.2105676513165236;-8.000000001118224e-06;4.999999999810711e-06
0.476409375;0.503403125;0.8053406249999999;0.500025425;0.500013975;0.5;0.5019683333333333;0.5125008333333334;0.5199888888888888;0.5050762666666667;0.49830731666666667;0.49206873333333334;0.6949322222222223;0.4970184;0.70022;42.637699;-8.968678;-498388.66804883524;5256987.526411703;0.49844000000000505;0.556597454007715;0.0;0.0;4.999999999810711e-06
0.47645625;0.50348125;0.8053812499999999;0.49999862500000003;0.5000097;0.5;0.5019669444444445;0.5125052777777778;0.5199888888888888;0.5050471;0.49828686666666666;0.4921282833333333;0.6940772222222222;0.49700559999999994;0.7002162105263159;42.637691;-8.968671;-498387.8888123996;5256986.315844207;0.5030999999999949;0.7792364356573671;-1.2105674957856536;-8.000000001118224e-06;7.000000000090267e-06
0.4762125;0.503825;0.804840625;0.499933875;0.5000076250000001;0.5;0.5019658333333333;0.5125122222222223;0.5199888888888888;0.5050436833333333;0.4982948833333333;0.49209133333333327;0.6942744444444444;0.49701120000000004;0.7002175789473684;42.637684;-8.968677;-498388.5567293443;5256985.256597776;0.49887000000000514;-0.6679169447161257;-1.0592464311048388;-6.999999996537554e-06;-5.999999999062311e-06
0.476440625;0.504159375;0.8047968750000001;0.5000222;0.500008325;0.5;0.5019947222222222;0.5125066666666667;0.5199888888888888;0.5050418166666667;0.4982566333333333;0.49209708333333335;0.6931722222222222;0.4970136;0.7002233684210527;42.637688;-8.968678;-498388.66804883524;5256985.861881439;0.49524999999999864;-0.11131949094124138;0.6052836626768112;3.999999997006398e-06;-1.0000000010279564e-06
0.47625;0.5037375;0.8051781250000001;0.499986025;0.500010175;0.5;0.5019797222222222;0.5124955555555556;0.5199888888888888;0.5050527166666666;0.49832046666666663;0.49212806666666664;0.6950825;0.49702240000000003;0.7002322105263158;42.637691;-8.968687;-498389.6699242523;5256986.315844207;0.4928099999999972;-1.0018754170741886;0.45396276842802763;2.9999999995311555e-06;-8.999999998593466e-06
0.476509375;0.50319375;0.805596875;0.500006925;0.500012475;0.5;0.5019697222222222;0.5124816666666667;0.5199888888888888;0.5050422499999999;0.49827441666666666;0.49206385;0.6936791666666667;0.4970312;0.7002284210526316;42.637688;-8.968687;-498389.6699242523;5256985.861881439;0.5029800000000023;0.0;-0.45396276842802763;-2.9999999995311555e-06;0.0
0.4762375;0.503534375;0.805190625;0.50000415;0.50000555;0.5;0.5019516666666667;0.5124663888888888;0.5199888888888888;0.5050342166666667;0.4983144333333333;0.49213043333333334;0.694735;0.4970424;0.7002352631578946;42.637676;-8.968685;-498389.4472852709;5256984.046030576;0.49438000000000104;0.22263898141682148;-1.815850862301886;-1.1999999998124622e-05;1.999999998503199e-06
0.476484375;0.5040375;0.804915625;0.49998855;0.5000127249999999;0.5;0.5019530555555556;0.5124741666666667;0.5199966666666667;0.5050354666666667;0.49830268333333333;0.4920681666666667;0.6944161111111111;0.497036;0.7002261052631579;42.637665;-8.968684;-498389.33596577984;5256982.381500924;0.5075999999999965;0.1113194910576567;-1.6645296523347497;-1.100000000064938e-05;1.0000000010279564e-06
0.476278125;0.503684375;0.805203125;0.5000166500000001;0.500008325;0.5;0.5019433333333333;0.5124677777777779;0.5200041666666667;0.5050307166666667;0.4982958833333333;0.49206145;0.6941788888888889;0.4970432;0.7002285263157895;42.637661;-8.968682;-498389.1133267982;5256981.77621749;0.49800000000000183;0.22263898164965212;-0.6052834335714579;-3.999999997006398e-06;2.000000000279556e-06
0.476471875;0.503040625;0.8054656250000001;0.5000076250000001;0.500005075;0.5;0.5019544444444445;0.5124575;0.5200041666666667;0.5050511333333333;0.49823008333333335;0.49210261666666666;0.6925191666666667;0.49703359999999996;0.7002261052631579;42.637653;-8.968669;-498387.66617341805;5256980.565650733;0.5019999999999982;1.4471533801406622;-1.210566757246852;-8.000000001118224e-06;1.2999999999152578e-05
0.476459375;0.504;0.804878125;0.500021625;0.50001525;0.5;0.5019619444444444;0.5124536111111111;0.5200041666666667;0.5050289666666666;0.4982939333333334;0.49209706666666664;0.6941041666666666;0.4970376;0.7002376842105263;42.637665;-8.96867;-498387.77749290876;5256982.381500924;0.4904200000000003;-0.11131949070841074;1.8158501908183098;1.1999999998124622e-05;-9.999999992515995e-07
0.476434375;0.503365625;0.805415625;0.5000229;0.500013975;0.5;0.5019619444444444;0.51246;0.5200041666666667;0.5050054666666667;0.49821385;0.49200255;0.6916072222222223;0.49703200000000003;0.7002278947368421;42.637665;-8.968672;-498388.0001318903;5256982.381500924;0.5081099999999992;-0.2226389815332368;0.0;0.0;-2.000000000279556e-06
0.476371875;0.5038625;0.805215625;0.4999555;0.5000089;0.5;0.5019583333333334;0.5124638888888888;0.5200041666666667;0.5050273833333333;0.49827028333333334;0.49205175;0.6934177777777778;0.4970432;0.7002191578947369;42.637669;-8.968658;-498386.4416590192;5256982.986784402;0.5071600000000046;1.5584728710819036;0.6052834782749414;4.0000000041118255e-06;1.4000000000180535e-05
